cidade_origem,cidade_destino,assentos_ocupados,assentos_totais,assentos_disponiveis,dia,mes,ano
Lisboa,Santiago,50,100,50,4,11,2025
Lisboa,Brasília,88,100,12,4,11,2025
Amsterdã,Manaus,45,100,55,4,11,2025
Amsterdã,Paris,151,200,49,4,11,2025
Frankfurt,Rio de Janeiro,26,100,74,4,11,2025
Toronto,João Pessoa,131,200,69,4,11,2025
Toronto,Campo Grande,184,200,16,4,11,2025
Toronto,Goiânia,88,100,12,4,11,2025
Buenos Aires,Paris,90,100,10,4,11,2025
Buenos Aires,Belo Horizonte,28,100,72,4,11,2025
Santiago,Maceió,100,200,100,4,11,2025
Santiago,São Luís,94,100,6,4,11,2025
Santiago,Palmas,139,200,61,4,11,2025
Lima,Salvador,150,200,50,4,11,2025
Cidade do México,Santiago,66,100,34,4,11,2025
Cidade do México,Belém,32,100,68,4,11,2025
Cidade do México,Frankfurt,58,100,42,4,11,2025
Bogotá,Rio de Janeiro,83,100,17,4,11,2025
São Paulo,Paris,22,100,78,5,11,2025
São Paulo,Aracaju,60,100,40,5,11,2025
Rio de Janeiro,Paris,36,100,64,5,11,2025
Rio de Janeiro,Curitiba,180,200,20,5,11,2025
Brasília,Palmas,73,200,127,5,11,2025
Brasília,Recife,22,100,78,5,11,2025
Belo Horizonte,Rio de Janeiro,86,100,14,5,11,2025
Salvador,São Paulo,27,100,73,5,11,2025
Salvador,Nova York,81,100,19,5,11,2025
Recife,Lima,64,100,36,5,11,2025
Recife,Toronto,32,100,68,5,11,2025
Recife,Miami,189,200,11,5,11,2025
Fortaleza,São Luís,50,200,150,5,11,2025
Fortaleza,Rio de Janeiro,91,100,9,5,11,2025
Fortaleza,Belo Horizonte,75,100,25,5,11,2025
Curitiba,Belo Horizonte,46,100,54,5,11,2025
Porto Alegre,Rio de Janeiro,75,100,25,5,11,2025
Porto Alegre,Palmas,21,100,79,5,11,2025
Porto Alegre,Curitiba,167,200,33,5,11,2025
Belém,Palmas,46,200,154,5,11,2025
Belém,Cidade do México,58,100,42,5,11,2025
Manaus,Boa Vista,82,100,18,5,11,2025
Manaus,Macapá,179,200,21,5,11,2025
Manaus,Roma,110,200,90,5,11,2025
Florianópolis,Buenos Aires,81,200,119,5,11,2025
Florianópolis,Toronto,175,200,25,5,11,2025
Goiânia,Natal,168,200,32,5,11,2025
Natal,Toronto,43,200,157,5,11,2025
Natal,Lisboa,29,100,71,5,11,2025
Natal,Recife,73,100,27,5,11,2025
Maceió,Florianópolis,56,100,44,5,11,2025
Maceió,Vitória,33,100,67,5,11,2025
Maceió,Dubai,79,200,121,5,11,2025
João Pessoa,Tóquio,68,100,32,5,11,2025
Aracaju,Rio Branco,74,100,26,5,11,2025
Aracaju,Paris,153,200,47,5,11,2025
Aracaju,Natal,95,200,105,5,11,2025
Vitória,Manaus,164,200,36,5,11,2025
Vitória,Fortaleza,155,200,45,5,11,2025
Cuiabá,Bogotá,37,100,63,5,11,2025
Cuiabá,Belo Horizonte,79,100,21,5,11,2025
Cuiabá,Rio de Janeiro,68,100,32,5,11,2025
Campo Grande,Natal,74,200,126,5,11,2025
São Luís,Boa Vista,49,100,51,5,11,2025
São Luís,Curitiba,143,200,57,5,11,2025
São Luís,Bogotá,133,200,67,5,11,2025
Teresina,Lisboa,44,200,156,5,11,2025
Teresina,Vitória,62,100,38,5,11,2025
Teresina,Belo Horizonte,69,100,31,5,11,2025
Palmas,Boa Vista,113,200,87,5,11,2025
Palmas,Florianópolis,78,200,122,5,11,2025
Palmas,Paris,155,200,45,5,11,2025
Rio Branco,Paris,66,200,134,5,11,2025
Rio Branco,Frankfurt,173,200,27,5,11,2025
Macapá,Vitória,64,100,36,5,11,2025
Boa Vista,Goiânia,146,200,54,5,11,2025
Porto Velho,Londres,117,200,83,5,11,2025
Porto Velho,Toronto,22,100,78,5,11,2025
Porto Velho,Aracaju,44,100,56,5,11,2025
Nova York,Belo Horizonte,58,100,42,5,11,2025
Nova York,Rio de Janeiro,24,100,76,5,11,2025
Nova York,Paris,61,200,139,5,11,2025
Miami,Aracaju,58,200,142,5,11,2025
Los Angeles,Paris,117,200,83,5,11,2025
Los Angeles,João Pessoa,138,200,62,5,11,2025
Los Angeles,Dubai,137,200,63,5,11,2025
Londres,Nova York,20,100,80,5,11,2025
Londres,Roma,148,200,52,5,11,2025
Londres,Pequim,63,100,37,5,11,2025
Paris,Nova York,85,100,15,5,11,2025
Paris,Rio de Janeiro,144,200,56,5,11,2025
Tóquio,Pequim,88,200,112,5,11,2025
Tóquio,Belo Horizonte,34,100,66,5,11,2025
Pequim,Lisboa,33,100,67,5,11,2025
Dubai,Pequim,21,100,79,5,11,2025
Dubai,Madri,86,100,14,5,11,2025
Dubai,Los Angeles,82,100,18,5,11,2025
Roma,Teresina,35,100,65,5,11,2025
Roma,Madri,29,100,71,5,11,2025
Roma,Pequim,48,100,52,5,11,2025
Madri,Teresina,119,200,81,5,11,2025
Madri,São Paulo,130,200,70,5,11,2025
Madri,Roma,147,200,53,5,11,2025
Lisboa,Aracaju,43,100,57,5,11,2025
Lisboa,João Pessoa,86,100,14,5,11,2025
Lisboa,Teresina,98,200,102,5,11,2025
Amsterdã,Cidade do México,51,100,49,5,11,2025
Amsterdã,Rio de Janeiro,168,200,32,5,11,2025
Frankfurt,Miami,84,100,16,5,11,2025
Frankfurt,Buenos Aires,92,200,108,5,11,2025
Toronto,Nova York,43,100,57,5,11,2025
Toronto,São Luís,25,100,75,5,11,2025
Buenos Aires,Cuiabá,41,200,159,5,11,2025
Buenos Aires,João Pessoa,75,200,125,5,11,2025
Buenos Aires,Cidade do México,97,200,103,5,11,2025
Santiago,Porto Alegre,93,200,107,5,11,2025
Santiago,Cuiabá,21,100,79,5,11,2025
Lima,Rio de Janeiro,36,100,64,5,11,2025
Lima,Belém,162,200,38,5,11,2025
Cidade do México,Boa Vista,79,100,21,5,11,2025
Cidade do México,Maceió,89,100,11,5,11,2025
Bogotá,São Luís,135,200,65,5,11,2025
Bogotá,Belo Horizonte,75,200,125,5,11,2025
São Paulo,Pequim,80,100,20,6,11,2025
Rio de Janeiro,Manaus,159,200,41,6,11,2025
Rio de Janeiro,Salvador,124,200,76,6,11,2025
Rio de Janeiro,São Luís,27,100,73,6,11,2025
Brasília,Recife,118,200,82,6,11,2025
Belo Horizonte,Aracaju,179,200,21,6,11,2025
Belo Horizonte,Rio Branco,184,200,16,6,11,2025
Belo Horizonte,São Luís,98,200,102,6,11,2025
Salvador,Belo Horizonte,122,200,78,6,11,2025
Salvador,Maceió,43,200,157,6,11,2025
Recife,Cidade do México,97,200,103,6,11,2025
Fortaleza,Lisboa,135,200,65,6,11,2025
Fortaleza,Cidade do México,80,100,20,6,11,2025
Curitiba,São Paulo,61,100,39,6,11,2025
Curitiba,Los Angeles,50,100,50,6,11,2025
Curitiba,Pequim,147,200,53,6,11,2025
Porto Alegre,Pequim,94,100,6,6,11,2025
Porto Alegre,Recife,71,200,129,6,11,2025
Porto Alegre,Maceió,94,100,6,6,11,2025
Belém,Vitória,87,100,13,6,11,2025
Belém,Madri,79,100,21,6,11,2025
Manaus,Nova York,91,200,109,6,11,2025
Manaus,Macapá,39,100,61,6,11,2025
Manaus,Porto Velho,176,200,24,6,11,2025
Florianópolis,Dubai,67,200,133,6,11,2025
Goiânia,João Pessoa,49,100,51,6,11,2025
Natal,Belo Horizonte,59,100,41,6,11,2025
Natal,Porto Velho,120,200,80,6,11,2025
Maceió,Fortaleza,93,100,7,6,11,2025
João Pessoa,Cidade do México,49,200,151,6,11,2025
João Pessoa,Macapá,82,200,118,6,11,2025
João Pessoa,Florianópolis,60,100,40,6,11,2025
Aracaju,Cidade do México,55,100,45,6,11,2025
Vitória,Rio de Janeiro,64,100,36,6,11,2025
Cuiabá,Paris,29,100,71,6,11,2025
Cuiabá,Madri,118,200,82,6,11,2025
Campo Grande,Belém,38,100,62,6,11,2025
São Luís,Curitiba,55,100,45,6,11,2025
Teresina,Boa Vista,46,200,154,6,11,2025
Palmas,Goiânia,34,100,66,6,11,2025
Palmas,Rio Branco,43,100,57,6,11,2025
Palmas,Campo Grande,66,200,134,6,11,2025
Rio Branco,Paris,93,100,7,6,11,2025
Rio Branco,Brasília,40,100,60,6,11,2025
Rio Branco,Teresina,189,200,11,6,11,2025
Macapá,Cidade do México,119,200,81,6,11,2025
Macapá,Florianópolis,59,200,141,6,11,2025
Macapá,São Paulo,188,200,12,6,11,2025
Boa Vista,Santiago,92,100,8,6,11,2025
Boa Vista,Curitiba,95,200,105,6,11,2025
Boa Vista,Campo Grande,40,100,60,6,11,2025
Porto Velho,Lisboa,153,200,47,6,11,2025
Nova York,Goiânia,138,200,62,6,11,2025
Miami,Porto Alegre,169,200,31,6,11,2025
Miami,Fortaleza,65,100,35,6,11,2025
Miami,Vitória,86,200,114,6,11,2025
Los Angeles,Florianópolis,48,200,152,6,11,2025
Los Angeles,Maceió,45,200,155,6,11,2025
Los Angeles,Fortaleza,182,200,18,6,11,2025
Londres,Roma,50,200,150,6,11,2025
Londres,Natal,49,100,51,6,11,2025
Londres,Lima,43,100,57,6,11,2025
Paris,Roma,54,100,46,6,11,2025
Paris,Frankfurt,133,200,67,6,11,2025
Tóquio,Santiago,62,200,138,6,11,2025
Tóquio,Londres,66,200,134,6,11,2025
Pequim,João Pessoa,63,100,37,6,11,2025
Pequim,Fortaleza,150,200,50,6,11,2025
Dubai,Toronto,38,100,62,6,11,2025
Dubai,Amsterdã,79,100,21,6,11,2025
Dubai,Palmas,85,100,15,6,11,2025
Roma,Porto Velho,170,200,30,6,11,2025
Madri,Curitiba,38,100,62,6,11,2025
Lisboa,Cuiabá,82,100,18,6,11,2025
Amsterdã,Porto Alegre,185,200,15,6,11,2025
Amsterdã,Dubai,63,100,37,6,11,2025
Frankfurt,Cuiabá,46,100,54,6,11,2025
Frankfurt,Salvador,83,100,17,6,11,2025
Toronto,Macapá,124,200,76,6,11,2025
Buenos Aires,São Luís,178,200,22,6,11,2025
Buenos Aires,Recife,53,100,47,6,11,2025
Santiago,Toronto,77,200,123,6,11,2025
Lima,Fortaleza,92,100,8,6,11,2025
Cidade do México,Recife,79,200,121,6,11,2025
Cidade do México,Dubai,175,200,25,6,11,2025
Bogotá,São Luís,111,200,89,6,11,2025
São Paulo,São Luís,32,100,68,7,11,2025
São Paulo,Aracaju,85,200,115,7,11,2025
São Paulo,Fortaleza,63,100,37,7,11,2025
Rio de Janeiro,Rio Branco,41,100,59,7,11,2025
Rio de Janeiro,Paris,91,100,9,7,11,2025
Rio de Janeiro,Vitória,82,100,18,7,11,2025
Brasília,São Luís,20,100,80,7,11,2025
Brasília,Aracaju,25,100,75,7,11,2025
Brasília,Belo Horizonte,82,100,18,7,11,2025
Belo Horizonte,Porto Alegre,152,200,48,7,11,2025
Belo Horizonte,Boa Vista,54,100,46,7,11,2025
Salvador,Toronto,67,200,133,7,11,2025
Salvador,Boa Vista,30,100,70,7,11,2025
Salvador,Rio Branco,46,100,54,7,11,2025
Recife,Goiânia,29,100,71,7,11,2025
Recife,Madri,102,200,98,7,11,2025
Fortaleza,Toronto,65,100,35,7,11,2025
Fortaleza,Lisboa,152,200,48,7,11,2025
Fortaleza,Campo Grande,102,200,98,7,11,2025
Curitiba,Pequim,74,100,26,7,11,2025
Porto Alegre,Curitiba,97,200,103,7,11,2025
Porto Alegre,Florianópolis,82,100,18,7,11,2025
Porto Alegre,Manaus,53,100,47,7,11,2025
Belém,Recife,99,200,101,7,11,2025
Belém,Frankfurt,94,100,6,7,11,2025
Belém,Manaus,77,200,123,7,11,2025
Manaus,Campo Grande,41,100,59,7,11,2025
Florianópolis,Frankfurt,84,100,16,7,11,2025
Goiânia,João Pessoa,92,100,8,7,11,2025
Goiânia,Brasília,67,100,33,7,11,2025
Goiânia,Nova York,122,200,78,7,11,2025
Natal,São Paulo,79,200,121,7,11,2025
Natal,Santiago,44,100,56,7,11,2025
Maceió,Los Angeles,21,100,79,7,11,2025
João Pessoa,Aracaju,113,200,87,7,11,2025
Aracaju,Maceió,39,100,61,7,11,2025
Aracaju,Fortaleza,88,100,12,7,11,2025
Aracaju,Pequim,105,200,95,7,11,2025
Vitória,Manaus,73,200,127,7,11,2025
Vitória,Toronto,121,200,79,7,11,2025
Vitória,Fortaleza,84,100,16,7,11,2025
Cuiabá,Santiago,68,100,32,7,11,2025
Cuiabá,Amsterdã,26,100,74,7,11,2025
Cuiabá,Dubai,77,200,123,7,11,2025
Campo Grande,Curitiba,20,100,80,7,11,2025
Campo Grande,Tóquio,177,200,23,7,11,2025
São Luís,Porto Alegre,69,100,31,7,11,2025
São Luís,Teresina,126,200,74,7,11,2025
São Luís,Fortaleza,68,200,132,7,11,2025
Teresina,Buenos Aires,84,200,116,7,11,2025
Teresina,Vitória,57,100,43,7,11,2025
Palmas,Miami,73,100,27,7,11,2025
Palmas,Santiago,63,100,37,7,11,2025
Palmas,João Pessoa,36,100,64,7,11,2025
Rio Branco,Buenos Aires,28,100,72,7,11,2025
Macapá,Dubai,31,100,69,7,11,2025
Macapá,Brasília,130,200,70,7,11,2025
Boa Vista,Rio Branco,80,100,20,7,11,2025
Boa Vista,Cuiabá,65,100,35,7,11,2025
Boa Vista,Florianópolis,74,200,126,7,11,2025
Porto Velho,Macapá,51,100,49,7,11,2025
Porto Velho,João Pessoa,101,200,99,7,11,2025
Nova York,Roma,27,100,73,7,11,2025
Miami,Boa Vista,49,200,151,7,11,2025
Miami,Teresina,54,100,46,7,11,2025
Miami,João Pessoa,98,200,102,7,11,2025
Los Angeles,Porto Velho,92,200,108,7,11,2025
Los Angeles,Manaus,177,200,23,7,11,2025
Londres,Lima,54,200,146,7,11,2025
Londres,Los Angeles,158,200,42,7,11,2025
Paris,Rio Branco,37,100,63,7,11,2025
Paris,São Luís,61,100,39,7,11,2025
Tóquio,Goiânia,114,200,86,7,11,2025
Tóquio,Rio de Janeiro,44,100,56,7,11,2025
Pequim,Curitiba,50,200,150,7,11,2025
Dubai,Cuiabá,93,100,7,7,11,2025
Roma,Fortaleza,128,200,72,7,11,2025
Roma,Manaus,31,100,69,7,11,2025
Madri,Rio Branco,58,200,142,7,11,2025
Madri,Pequim,42,100,58,7,11,2025
Lisboa,Brasília,88,100,12,7,11,2025
Lisboa,Campo Grande,97,200,103,7,11,2025
Amsterdã,Belém,106,200,94,7,11,2025
Amsterdã,Recife,85,100,15,7,11,2025
Amsterdã,Maceió,47,100,53,7,11,2025
Frankfurt,Amsterdã,43,100,57,7,11,2025
Frankfurt,Boa Vista,109,200,91,7,11,2025
Toronto,Porto Velho,162,200,38,7,11,2025
Toronto,Manaus,86,100,14,7,11,2025
Buenos Aires,Fortaleza,141,200,59,7,11,2025
Buenos Aires,Pequim,175,200,25,7,11,2025
Santiago,Miami,54,100,46,7,11,2025
Santiago,Belém,177,200,23,7,11,2025
Santiago,Natal,180,200,20,7,11,2025
Lima,Maceió,66,100,34,7,11,2025
Lima,Londres,93,200,107,7,11,2025
Cidade do México,Bogotá,109,200,91,7,11,2025
Cidade do México,Toronto,90,100,10,7,11,2025
Bogotá,Manaus,34,100,66,7,11,2025
Bogotá,Macapá,67,200,133,7,11,2025
Bogotá,Miami,45,200,155,7,11,2025
São Paulo,Palmas,60,100,40,8,11,2025
São Paulo,Belém,154,200,46,8,11,2025
São Paulo,Paris,47,100,53,8,11,2025
Rio de Janeiro,Porto Velho,59,100,41,8,11,2025
Rio de Janeiro,Bogotá,88,200,112,8,11,2025
Rio de Janeiro,São Paulo,171,200,29,8,11,2025
Brasília,Salvador,93,100,7,8,11,2025
Brasília,Nova York,69,100,31,8,11,2025
Belo Horizonte,Natal,30,100,70,8,11,2025
Belo Horizonte,Tóquio,121,200,79,8,11,2025
Salvador,Rio de Janeiro,145,200,55,8,11,2025
Salvador,Brasília,73,100,27,8,11,2025
Salvador,Teresina,61,100,39,8,11,2025
Recife,Brasília,52,200,148,8,11,2025
Fortaleza,Natal,31,100,69,8,11,2025
Fortaleza,São Paulo,25,100,75,8,11,2025
Curitiba,Nova York,104,200,96,8,11,2025
Curitiba,Miami,60,100,40,8,11,2025
Curitiba,Roma,22,100,78,8,11,2025
Porto Alegre,Rio de Janeiro,46,100,54,8,11,2025
Belém,Natal,166,200,34,8,11,2025
Belém,Recife,115,200,85,8,11,2025
Belém,Lisboa,53,100,47,8,11,2025
Manaus,Brasília,155,200,45,8,11,2025
Florianópolis,Porto Alegre,82,100,18,8,11,2025
Florianópolis,Goiânia,33,100,67,8,11,2025
Goiânia,Frankfurt,75,100,25,8,11,2025
Goiânia,Salvador,90,100,10,8,11,2025
Natal,Los Angeles,114,200,86,8,11,2025
Natal,Buenos Aires,94,200,106,8,11,2025
Natal,Vitória,167,200,33,8,11,2025
Maceió,Fortaleza,79,100,21,8,11,2025
Maceió,Salvador,91,100,9,8,11,2025
João Pessoa,Goiânia,146,200,54,8,11,2025
João Pessoa,São Luís,44,100,56,8,11,2025
João Pessoa,Tóquio,46,200,154,8,11,2025
Aracaju,Macapá,65,100,35,8,11,2025
Aracaju,Santiago,20,100,80,8,11,2025
Vitória,Miami,60,200,140,8,11,2025
Vitória,Recife,152,200,48,8,11,2025
Cuiabá,São Luís,71,100,29,8,11,2025
Cuiabá,Dubai,92,100,8,8,11,2025
Cuiabá,Maceió,73,100,27,8,11,2025
Campo Grande,Maceió,46,100,54,8,11,2025
Campo Grande,Lisboa,42,100,58,8,11,2025
Campo Grande,Manaus,82,100,18,8,11,2025
São Luís,Florianópolis,51,100,49,8,11,2025
São Luís,Porto Alegre,102,200,98,8,11,2025
São Luís,Toronto,69,100,31,8,11,2025
Teresina,Madri,74,100,26,8,11,2025
Teresina,Cidade do México,47,100,53,8,11,2025
Teresina,Curitiba,56,100,44,8,11,2025
Palmas,São Luís,104,200,96,8,11,2025
Palmas,Madri,46,100,54,8,11,2025
Rio Branco,Porto Alegre,83,100,17,8,11,2025
Rio Branco,São Luís,37,100,63,8,11,2025
Rio Branco,Belo Horizonte,63,100,37,8,11,2025
Macapá,Boa Vista,96,200,104,8,11,2025
Macapá,Lisboa,27,100,73,8,11,2025
Boa Vista,Palmas,124,200,76,8,11,2025
Porto Velho,Frankfurt,112,200,88,8,11,2025
Porto Velho,Toronto,181,200,19,8,11,2025
Nova York,Lima,93,100,7,8,11,2025
Miami,Curitiba,27,100,73,8,11,2025
Los Angeles,Porto Velho,60,200,140,8,11,2025
Los Angeles,Palmas,142,200,58,8,11,2025
Londres,Rio de Janeiro,93,200,107,8,11,2025
Londres,Macapá,83,100,17,8,11,2025
Paris,Palmas,42,100,58,8,11,2025
Paris,Teresina,160,200,40,8,11,2025
Tóquio,Macapá,56,200,144,8,11,2025
Tóquio,Bogotá,80,200,120,8,11,2025
Pequim,Frankfurt,89,200,111,8,11,2025
Pequim,Porto Alegre,159,200,41,8,11,2025
Pequim,Salvador,77,100,23,8,11,2025
Dubai,Santiago,83,100,17,8,11,2025
Dubai,Palmas,80,100,20,8,11,2025
Dubai,Fortaleza,43,100,57,8,11,2025
Roma,Paris,72,100,28,8,11,2025
Madri,Porto Velho,181,200,19,8,11,2025
Lisboa,São Paulo,46,100,54,8,11,2025
Lisboa,Manaus,72,100,28,8,11,2025
Amsterdã,Bogotá,138,200,62,8,11,2025
Amsterdã,Cidade do México,126,200,74,8,11,2025
Amsterdã,Teresina,61,100,39,8,11,2025
Frankfurt,Madri,90,100,10,8,11,2025
Frankfurt,Tóquio,104,200,96,8,11,2025
Frankfurt,Natal,153,200,47,8,11,2025
Toronto,Bogotá,70,200,130,8,11,2025
Buenos Aires,Vitória,85,100,15,8,11,2025
Buenos Aires,Paris,37,100,63,8,11,2025
Santiago,Maceió,36,100,64,8,11,2025
Santiago,Boa Vista,84,100,16,8,11,2025
Santiago,Cidade do México,94,200,106,8,11,2025
Lima,Rio de Janeiro,114,200,86,8,11,2025
Lima,Toronto,155,200,45,8,11,2025
Lima,Nova York,74,100,26,8,11,2025
Cidade do México,Lima,96,200,104,8,11,2025
Bogotá,Buenos Aires,51,100,49,8,11,2025
Bogotá,Cidade do México,59,200,141,8,11,2025
Bogotá,Los Angeles,78,200,122,8,11,2025
São Paulo,Santiago,77,200,123,9,11,2025
Rio de Janeiro,Boa Vista,128,200,72,9,11,2025
Rio de Janeiro,Amsterdã,60,100,40,9,11,2025
Brasília,Los Angeles,132,200,68,9,11,2025
Brasília,Florianópolis,80,200,120,9,11,2025
Belo Horizonte,Rio Branco,107,200,93,9,11,2025
Belo Horizonte,Salvador,45,200,155,9,11,2025
Belo Horizonte,Londres,32,100,68,9,11,2025
Salvador,Manaus,94,100,6,9,11,2025
Salvador,Frankfurt,36,100,64,9,11,2025
Recife,Roma,186,200,14,9,11,2025
Fortaleza,Campo Grande,66,200,134,9,11,2025
Fortaleza,Cidade do México,30,100,70,9,11,2025
Curitiba,Bogotá,79,100,21,9,11,2025
Porto Alegre,Maceió,74,200,126,9,11,2025
Belém,Madri,44,100,56,9,11,2025
Belém,Florianópolis,140,200,60,9,11,2025
Belém,Roma,31,100,69,9,11,2025
Manaus,Boa Vista,108,200,92,9,11,2025
Manaus,Paris,68,100,32,9,11,2025
Manaus,Nova York,25,100,75,9,11,2025
Florianópolis,Los Angeles,52,100,48,9,11,2025
Florianópolis,Goiânia,27,100,73,9,11,2025
Florianópolis,Natal,105,200,95,9,11,2025
Goiânia,Bogotá,40,100,60,9,11,2025
Goiânia,Rio Branco,82,200,118,9,11,2025
Goiânia,Aracaju,63,200,137,9,11,2025
Natal,Londres,121,200,79,9,11,2025
Maceió,Natal,84,200,116,9,11,2025
Maceió,Porto Alegre,85,200,115,9,11,2025
João Pessoa,Macapá,75,100,25,9,11,2025
Aracaju,Salvador,70,200,130,9,11,2025
Aracaju,Santiago,90,100,10,9,11,2025
Vitória,Lisboa,157,200,43,9,11,2025
Cuiabá,Cidade do México,55,100,45,9,11,2025
Cuiabá,Madri,100,200,100,9,11,2025
Cuiabá,Rio de Janeiro,76,100,24,9,11,2025
Campo Grande,Aracaju,81,100,19,9,11,2025
Campo Grande,Madri,76,200,124,9,11,2025
Campo Grande,Curitiba,58,100,42,9,11,2025
São Luís,Toronto,124,200,76,9,11,2025
Teresina,Porto Velho,166,200,34,9,11,2025
Teresina,Macapá,135,200,65,9,11,2025
Palmas,Salvador,68,200,132,9,11,2025
Palmas,Bogotá,32,100,68,9,11,2025
Palmas,Natal,148,200,52,9,11,2025
Rio Branco,Miami,79,100,21,9,11,2025
Macapá,Amsterdã,33,100,67,9,11,2025
Macapá,Florianópolis,28,100,72,9,11,2025
Macapá,Belém,24,100,76,9,11,2025
Boa Vista,São Luís,59,100,41,9,11,2025
Boa Vista,Manaus,63,200,137,9,11,2025
Porto Velho,Bogotá,49,100,51,9,11,2025
Porto Velho,Frankfurt,174,200,26,9,11,2025
Porto Velho,Teresina,31,100,69,9,11,2025
Nova York,Bogotá,93,100,7,9,11,2025
Nova York,Frankfurt,91,100,9,9,11,2025
Miami,São Luís,42,100,58,9,11,2025
Miami,Belém,106,200,94,9,11,2025
Miami,Goiânia,30,100,70,9,11,2025
Los Angeles,Cuiabá,156,200,44,9,11,2025
Los Angeles,Cidade do México,99,200,101,9,11,2025
Londres,Recife,76,200,124,9,11,2025
Paris,Goiânia,48,100,52,9,11,2025
Paris,Los Angeles,56,100,44,9,11,2025
Tóquio,Cidade do México,109,200,91,9,11,2025
Tóquio,Teresina,79,100,21,9,11,2025
Tóquio,São Paulo,90,200,110,9,11,2025
Pequim,Nova York,40,100,60,9,11,2025
Pequim,Brasília,69,100,31,9,11,2025
Dubai,Rio Branco,27,100,73,9,11,2025
Dubai,Salvador,42,100,58,9,11,2025
Roma,Brasília,41,100,59,9,11,2025
Roma,Boa Vista,39,100,61,9,11,2025
Madri,Manaus,47,100,53,9,11,2025
Madri,Lima,94,200,106,9,11,2025
Madri,Teresina,64,100,36,9,11,2025
Lisboa,Campo Grande,159,200,41,9,11,2025
Lisboa,Vitória,120,200,80,9,11,2025
Amsterdã,Roma,134,200,66,9,11,2025
Frankfurt,Madri,21,100,79,9,11,2025
Toronto,Buenos Aires,80,200,120,9,11,2025
Buenos Aires,Lima,30,100,70,9,11,2025
Santiago,São Paulo,36,100,64,9,11,2025
Santiago,Curitiba,74,100,26,9,11,2025
Lima,Nova York,172,200,28,9,11,2025
Lima,Dubai,55,200,145,9,11,2025
Cidade do México,Recife,173,200,27,9,11,2025
Cidade do México,Fortaleza,78,100,22,9,11,2025
Cidade do México,Santiago,58,100,42,9,11,2025
Bogotá,Santiago,22,100,78,9,11,2025
Bogotá,Campo Grande,159,200,41,9,11,2025
São Paulo,Salvador,79,100,21,10,11,2025
São Paulo,Buenos Aires,57,100,43,10,11,2025
São Paulo,Londres,142,200,58,10,11,2025
Rio de Janeiro,Paris,141,200,59,10,11,2025
Rio de Janeiro,Frankfurt,126,200,74,10,11,2025
Rio de Janeiro,Florianópolis,52,100,48,10,11,2025
Brasília,Aracaju,50,200,150,10,11,2025
Belo Horizonte,Roma,94,100,6,10,11,2025
Salvador,Boa Vista,93,100,7,10,11,2025
Salvador,Manaus,179,200,21,10,11,2025
Salvador,São Paulo,156,200,44,10,11,2025
Recife,Frankfurt,71,100,29,10,11,2025
Fortaleza,Toronto,40,100,60,10,11,2025
Fortaleza,Salvador,108,200,92,10,11,2025
Curitiba,Nova York,44,200,156,10,11,2025
Curitiba,Londres,31,100,69,10,11,2025
Curitiba,Porto Velho,134,200,66,10,11,2025
Porto Alegre,Maceió,48,200,152,10,11,2025
Porto Alegre,Belo Horizonte,26,100,74,10,11,2025
Belém,Santiago,57,100,43,10,11,2025
Belém,Toronto,56,100,44,10,11,2025
Belém,Salvador,115,200,85,10,11,2025
Manaus,Campo Grande,64,200,136,10,11,2025
Manaus,Los Angeles,49,200,151,10,11,2025
Manaus,Pequim,45,100,55,10,11,2025
Florianópolis,Lima,88,100,12,10,11,2025
Goiânia,Frankfurt,39,100,61,10,11,2025
Natal,Manaus,49,100,51,10,11,2025
Natal,Nova York,36,100,64,10,11,2025
Natal,São Luís,69,100,31,10,11,2025
Maceió,Aracaju,69,200,131,10,11,2025
João Pessoa,Manaus,77,100,23,10,11,2025
João Pessoa,Cidade do México,84,100,16,10,11,2025
João Pessoa,Frankfurt,38,100,62,10,11,2025
Aracaju,Nova York,23,100,77,10,11,2025
Aracaju,São Paulo,61,100,39,10,11,2025
Vitória,Natal,69,100,31,10,11,2025
Vitória,Los Angeles,43,100,57,10,11,2025
Cuiabá,Porto Alegre,77,100,23,10,11,2025
Cuiabá,Belo Horizonte,84,100,16,10,11,2025
Cuiabá,Buenos Aires,98,200,102,10,11,2025
Campo Grande,Miami,79,100,21,10,11,2025
Campo Grande,Florianópolis,168,200,32,10,11,2025
Campo Grande,São Luís,56,100,44,10,11,2025
São Luís,Curitiba,99,200,101,10,11,2025
São Luís,Frankfurt,74,100,26,10,11,2025
Teresina,Maceió,125,200,75,10,11,2025
Teresina,Salvador,64,200,136,10,11,2025
Teresina,Paris,67,100,33,10,11,2025
Palmas,Teresina,166,200,34,10,11,2025
Palmas,Belo Horizonte,43,100,57,10,11,2025
Rio Branco,Tóquio,141,200,59,10,11,2025
Rio Branco,São Luís,117,200,83,10,11,2025
Rio Branco,Aracaju,110,200,90,10,11,2025
Macapá,Vitória,50,100,50,10,11,2025
Macapá,Amsterdã,143,200,57,10,11,2025
Boa Vista,Salvador,91,100,9,10,11,2025
Boa Vista,Frankfurt,76,100,24,10,11,2025
Porto Velho,São Luís,88,200,112,10,11,2025
Nova York,Cuiabá,80,100,20,10,11,2025
Nova York,Rio Branco,108,200,92,10,11,2025
Nova York,Boa Vista,77,200,123,10,11,2025
Miami,Rio de Janeiro,70,100,30,10,11,2025
